disease,MAE,n,variant,seed_run,fold_test_year
Measles,0.30186784267425537,9,transformer_only,2024,2026
Mpox,0.7095234394073486,9,transformer_only,2024,2026
Yellow Fever,0.6706578731536865,9,transformer_only,2024,2026
AFP,1.5512890815734863,9,no_tcn,2024,2026
CSM,0.6185086965560913,9,no_tcn,2024,2026
Cholera,1.5603103637695312,9,no_tcn,2024,2026
Lassa Fever,0.7120265364646912,9,no_tcn,2024,2026
Measles,0.34676069021224976,9,no_tcn,2024,2026
Mpox,0.671144425868988,9,no_tcn,2024,2026
Yellow Fever,0.7020049691200256,9,no_tcn,2024,2026
AFP,1.6287447214126587,9,no_bilstm,2024,2026
CSM,0.49946361780166626,9,no_bilstm,2024,2026
Cholera,1.8215206861495972,9,no_bilstm,2024,2026
Lassa Fever,0.6255114078521729,9,no_bilstm,2024,2026
Measles,0.48941925168037415,9,no_bilstm,2024,2026
Mpox,0.554443895816803,9,no_bilstm,2024,2026
Yellow Fever,0.7803857922554016,9,no_bilstm,2024,2026
AFP,1.6179620027542114,9,no_transformer,2024,2026
CSM,0.502456545829773,9,no_transformer,2024,2026
Cholera,1.633886456489563,9,no_transformer,2024,2026
Lassa Fever,0.6680882573127747,9,no_transformer,2024,2026
Measles,0.5157491564750671,9,no_transformer,2024,2026
Mpox,0.48187220096588135,9,no_transformer,2024,2026
Yellow Fever,0.7694743275642395,9,no_transformer,2024,2026
AFP,1.5678389072418213,9,full_uniform,2024,2026
CSM,0.5820457935333252,9,full_uniform,2024,2026
Cholera,1.5921685695648193,9,full_uniform,2024,2026
Lassa Fever,0.6853567957878113,9,full_uniform,2024,2026
Measles,0.38014745712280273,9,full_uniform,2024,2026
Mpox,0.5912399888038635,9,full_uniform,2024,2026
Yellow Fever,0.7187523245811462,9,full_uniform,2024,2026
