year,month,epi_week,disease,suspected_cases,confirmed_cases,deaths,states_affected,lgas_affected,cfr_pct,report_url
2020,6,26,Cholera,9,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/26
2020,6,26,Measles,135,,0,13,55,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/26
2020,6,26,AFP,85,,0,24,75,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/26
2020,7,27,Lassa Fever,52,,,2,3,,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,27,CSM,4,0,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,27,Yellow Fever,12,,0,6,9,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,27,Cholera,10,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,27,Measles,92,,0,13,51,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,27,AFP,131,,0,29,106,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/27
2020,7,28,Lassa Fever,33,,,,1,,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,CSM,6,0,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,Yellow Fever,13,,0,4,11,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,Cholera,2,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,Measles,77,,0,18,46,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,Mpox,3,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,28,AFP,73,,0,23,66,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/28
2020,7,29,Lassa Fever,80,,,,1,,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,CSM,11,0,0,6,6,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,Yellow Fever,16,,0,8,12,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,Cholera,22,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,Measles,92,,0,16,47,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,29,AFP,106,,0,29,94,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/29
2020,7,30,Lassa Fever,26,,0,4,13,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,CSM,2,0,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,Yellow Fever,30,,0,11,18,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,Cholera,38,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,Measles,76,,0,11,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,7,30,AFP,94,,0,26,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/7/30
2020,8,31,Lassa Fever,46,,,,2,,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,CSM,3,0,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,Yellow Fever,22,,0,11,20,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,Cholera,12,,,3,3,,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,Measles,82,,0,13,35,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,31,AFP,64,,0,25,58,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/31
2020,8,32,Lassa Fever,56,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,CSM,9,0,,5,6,,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,Yellow Fever,14,,0,8,11,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,Cholera,21,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,Measles,110,,0,18,59,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,32,AFP,99,,0,28,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/32
2020,8,33,Lassa Fever,33,,0,3,17,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,CSM,6,0,,3,6,,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,Yellow Fever,34,,0,10,25,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,Cholera,10,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,Measles,82,,0,14,51,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,33,AFP,96,,0,26,82,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/33
2020,8,34,Lassa Fever,47,,,10,20,,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,CSM,2,0,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,Yellow Fever,29,,0,9,21,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,Cholera,5,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,Measles,78,,0,18,47,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,34,AFP,91,,0,25,78,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/34
2020,8,35,Lassa Fever,27,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,CSM,4,0,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,Yellow Fever,24,,0,12,20,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,Cholera,9,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,Measles,75,,0,17,45,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,8,35,AFP,103,,0,27,90,0.0,https://ncdc.gov.ng/reports/weekly/2020/8/35
2020,9,36,Lassa Fever,46,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,CSM,4,,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,Yellow Fever,35,,0,14,29,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,Cholera,20,,,3,3,,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,Measles,84,,0,18,58,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,36,AFP,100,,0,27,84,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/36
2020,9,37,Lassa Fever,47,,0,7,19,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,CSM,3,,,3,3,,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,Yellow Fever,26,,0,13,23,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,Cholera,3,,,,,,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,Measles,68,,0,14,48,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,37,AFP,88,,0,28,79,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/37
2020,9,38,Lassa Fever,11,,,3,8,,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,CSM,5,,,4,5,,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,Yellow Fever,33,,0,13,27,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,Cholera,21,,,,2,,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,Measles,87,,0,16,49,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,Mpox,2,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,38,AFP,107,,0,28,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/38
2020,9,39,Lassa Fever,41,,,2,3,,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,CSM,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,Yellow Fever,34,,0,13,27,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,Cholera,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,Measles,80,,0,18,47,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/39
2020,9,39,AFP,92,,0,30,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/9/39
2021,1,0,Lassa Fever,59,,0,4,7,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/0
2021,1,0,CSM,2,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/0
2021,1,0,Yellow Fever,13,,0,3,10,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/0
2021,1,0,Measles,44,0,,6,14,,https://ncdc.gov.ng/reports/weekly/2021/1/0
2021,1,0,AFP,47,,0,15,32,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/0
2021,1,1,Lassa Fever,109,,,4,,,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,1,CSM,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,1,Yellow Fever,17,,0,10,14,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,1,Measles,131,0,0,13,42,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,1,Mpox,3,,,2,2,,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,1,AFP,46,,,,,,https://ncdc.gov.ng/reports/weekly/2021/1/1
2021,1,2,Lassa Fever,117,,,3,8,,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,2,CSM,2,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,2,Yellow Fever,16,,0,10,12,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,2,Measles,207,,,15,57,,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,2,Mpox,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,2,AFP,51,,0,23,51,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/2
2021,1,3,Lassa Fever,129,,,3,10,,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,CSM,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,Yellow Fever,29,,0,9,24,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,Cholera,11,,,2,2,,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,Measles,165,,0,15,55,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,Mpox,5,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,3,AFP,52,,0,20,51,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/3
2021,1,4,Lassa Fever,153,,,6,10,,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,CSM,9,0,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,Yellow Fever,24,,0,9,19,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,Cholera,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,Measles,252,,0,15,63,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,1,4,AFP,55,,0,23,52,0.0,https://ncdc.gov.ng/reports/weekly/2021/1/4
2021,2,5,Lassa Fever,107,,,3,5,,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,CSM,4,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,Yellow Fever,27,,0,9,18,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,Cholera,87,,,3,3,,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,Measles,204,,0,22,71,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,Mpox,5,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,5,AFP,36,,0,17,32,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/5
2021,2,6,Lassa Fever,91,,,3,10,,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,CSM,8,,0,3,6,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,Yellow Fever,27,,0,12,26,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,Cholera,12,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,Measles,289,,,20,81,,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,Mpox,3,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,6,AFP,45,,0,22,39,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/6
2021,2,7,Lassa Fever,113,,,6,15,,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,7,CSM,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,7,Yellow Fever,16,,0,11,15,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,7,Cholera,38,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,7,Measles,184,,,23,72,,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,7,Mpox,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/7
2021,2,8,Lassa Fever,140,,,10,23,,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,CSM,10,,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,Yellow Fever,28,,0,15,22,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,Cholera,4,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,Measles,272,,,24,100,,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,Mpox,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,2,8,AFP,50,,0,20,45,0.0,https://ncdc.gov.ng/reports/weekly/2021/2/8
2021,3,10,Lassa Fever,145,,,7,15,,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,CSM,7,,0,2,5,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,Yellow Fever,55,,0,11,22,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,Cholera,11,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,Measles,540,,,17,74,,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,10,AFP,48,,0,19,44,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/10
2021,3,11,Lassa Fever,136,,,8,16,,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,CSM,10,,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,Yellow Fever,42,,0,10,21,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,Cholera,71,,,2,3,,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,Measles,192,,0,18,74,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,AFP,52,,0,18,46,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,11,Mpox,1,,,,,,https://ncdc.gov.ng/reports/weekly/2021/3/11
2021,3,12,Lassa Fever,84,,,2,5,,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,CSM,10,,0,5,6,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,Yellow Fever,16,,0,9,13,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,Cholera,19,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,Measles,271,,0,20,73,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,12,AFP,51,,0,24,47,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/12
2021,3,9,Lassa Fever,107,,,6,12,,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,CSM,3,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,Yellow Fever,24,,0,10,18,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,Cholera,29,,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,Measles,434,,,20,73,,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,Mpox,3,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,3,9,AFP,46,,0,20,45,0.0,https://ncdc.gov.ng/reports/weekly/2021/3/9
2021,4,13,Lassa Fever,78,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,CSM,3,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,Yellow Fever,19,,0,11,17,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,Cholera,151,,,,5,,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,Measles,163,,0,21,69,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,13,AFP,41,,0,18,41,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/13
2021,4,14,Lassa Fever,43,,,4,5,,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,CSM,11,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,Yellow Fever,19,,0,7,15,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,Cholera,431,,,4,11,,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,Measles,367,,,18,68,,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,14,AFP,37,,0,17,32,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/14
2021,4,15,Lassa Fever,43,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,CSM,6,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,Yellow Fever,34,,0,13,25,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,Cholera,166,,,2,10,,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,Measles,629,,,21,92,,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,15,AFP,56,,0,20,47,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/15
2021,4,16,Lassa Fever,63,,0,11,24,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,16,CSM,14,,0,5,12,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,16,Yellow Fever,40,,0,10,34,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,16,Cholera,235,,,5,11,,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,16,Measles,748,,,22,109,,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,16,AFP,56,,0,18,49,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/16
2021,4,17,CSM,5,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/17
2021,4,17,Yellow Fever,19,,0,8,17,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/17
2021,4,17,Cholera,264,,,5,13,,https://ncdc.gov.ng/reports/weekly/2021/4/17
2021,4,17,Measles,217,,,20,81,,https://ncdc.gov.ng/reports/weekly/2021/4/17
2021,4,17,AFP,57,,0,21,52,0.0,https://ncdc.gov.ng/reports/weekly/2021/4/17
2021,5,18,Lassa Fever,61,,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,18,CSM,5,,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,18,Yellow Fever,15,,0,7,14,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,18,Cholera,34,0,,2,6,,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,18,Measles,691,,,13,79,,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,18,AFP,52,,0,17,44,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/18
2021,5,19,Lassa Fever,61,,,,1,,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,CSM,5,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,Yellow Fever,19,,0,8,14,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,Cholera,86,,,3,9,,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,Measles,518,,,16,65,,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,Mpox,3,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,19,AFP,38,,0,16,35,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/19
2021,5,20,Lassa Fever,83,,0,2,5,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,CSM,4,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,Yellow Fever,19,,0,11,18,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,Cholera,212,,,5,19,,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,Measles,575,,,17,82,,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,20,AFP,77,,0,20,70,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/20
2021,5,21,Lassa Fever,56,,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,CSM,9,,,4,6,,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,Yellow Fever,31,,0,11,27,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,Cholera,616,,,4,29,,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,Measles,593,,,19,84,,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,Mpox,3,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,5,21,AFP,75,,0,22,70,0.0,https://ncdc.gov.ng/reports/weekly/2021/5/21
2021,6,22,Lassa Fever,52,,,2,5,,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,CSM,6,,0,5,6,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,Yellow Fever,15,,0,7,14,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,Cholera,204,,,3,27,,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,Measles,614,,,20,93,,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,Mpox,6,,0,3,5,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,22,AFP,74,,0,21,67,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/22
2021,6,23,Lassa Fever,60,,,2,3,,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,CSM,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,Yellow Fever,24,,0,14,21,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,Cholera,376,,,4,29,,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,Measles,552,,,20,82,,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,Mpox,3,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,23,AFP,93,,0,22,77,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/23
2021,6,24,Lassa Fever,70,,,2,6,,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,CSM,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,Yellow Fever,22,,0,9,15,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,Cholera,2008,,15,5,49,0.75,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,Measles,480,,,18,67,,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,Mpox,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,24,AFP,84,,0,19,70,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/24
2021,6,25,Lassa Fever,65,,,2,5,,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,CSM,6,,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,Yellow Fever,49,,,16,37,,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,Cholera,939,,18,4,59,1.92,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,Measles,591,,,21,87,,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,Mpox,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,6,25,AFP,123,,0,23,101,0.0,https://ncdc.gov.ng/reports/weekly/2021/6/25
2021,7,27,Lassa Fever,69,,,2,4,,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,CSM,5,,0,3,5,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,Yellow Fever,22,,,11,16,,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,Cholera,2559,,30,9,59,1.17,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,Measles,523,,,18,63,,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,Mpox,3,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/27
2021,7,27,AFP,106,,0,23,91,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/27
