year,month,epi_week,disease,suspected_cases,confirmed_cases,deaths,states_affected,lgas_affected,cfr_pct,report_url
2016,10,40,Lassa Fever,227,,,28,135,,https://ncdc.gov.ng/reports/weekly/2016/10/40
2016,10,40,Measles,20005,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/10/40
2016,10,40,Cholera,3,,,2,2,,https://ncdc.gov.ng/reports/weekly/2016/10/40
2016,10,40,CSM,2655,,,29,139,,https://ncdc.gov.ng/reports/weekly/2016/10/40
2016,10,41,Lassa Fever,3,,,3,3,,https://ncdc.gov.ng/reports/weekly/2016/10/41
2016,10,41,Measles,20250,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/10/41
2016,10,41,Cholera,13,,,2,2,,https://ncdc.gov.ng/reports/weekly/2016/10/41
2016,10,41,CSM,2656,,,29,140,,https://ncdc.gov.ng/reports/weekly/2016/10/41
2016,10,42,Lassa Fever,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2016/10/42
2016,10,42,Measles,20504,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/10/42
2016,10,42,Cholera,6,,,4,11,,https://ncdc.gov.ng/reports/weekly/2016/10/42
2016,10,42,CSM,2663,,,30,142,,https://ncdc.gov.ng/reports/weekly/2016/10/42
2016,10,43,Lassa Fever,1,,,,,,https://ncdc.gov.ng/reports/weekly/2016/10/43
2016,10,43,Measles,20983,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/10/43
2016,10,43,Cholera,0,,,3,5,,https://ncdc.gov.ng/reports/weekly/2016/10/43
2016,10,43,CSM,2667,,,31,144,,https://ncdc.gov.ng/reports/weekly/2016/10/43
2016,11,44,Lassa Fever,1,,,,,,https://ncdc.gov.ng/reports/weekly/2016/11/44
2016,11,44,Measles,21519,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/11/44
2016,11,44,Cholera,0,,,2,2,,https://ncdc.gov.ng/reports/weekly/2016/11/44
2016,11,44,CSM,2670,,,31,144,,https://ncdc.gov.ng/reports/weekly/2016/11/44
2016,11,45,Lassa Fever,5,,,4,4,,https://ncdc.gov.ng/reports/weekly/2016/11/45
2016,11,45,Measles,21852,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/11/45
2016,11,45,Cholera,2,,,,3,,https://ncdc.gov.ng/reports/weekly/2016/11/45
2016,11,45,CSM,2672,,,31,147,,https://ncdc.gov.ng/reports/weekly/2016/11/45
2016,11,46,Lassa Fever,4,,,3,3,,https://ncdc.gov.ng/reports/weekly/2016/11/46
2016,11,46,Measles,22222,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/11/46
2016,11,46,CSM,2676,,,31,148,,https://ncdc.gov.ng/reports/weekly/2016/11/46
2016,11,47,Lassa Fever,6,,,3,4,,https://ncdc.gov.ng/reports/weekly/2016/11/47
2016,11,47,Measles,22567,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/11/47
2016,11,47,Cholera,1,,,,,,https://ncdc.gov.ng/reports/weekly/2016/11/47
2016,11,47,CSM,14,,,8,10,,https://ncdc.gov.ng/reports/weekly/2016/11/47
2016,12,51,Lassa Fever,2,,,5,10,,https://ncdc.gov.ng/reports/weekly/2016/12/51
2016,12,51,Measles,23970,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/12/51
2016,12,51,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2016/12/51
2016,12,51,CSM,2706,,,31,154,,https://ncdc.gov.ng/reports/weekly/2016/12/51
2016,12,52,Lassa Fever,2,,,4,7,,https://ncdc.gov.ng/reports/weekly/2016/12/52
2016,12,52,Measles,24203,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/12/52
2016,12,52,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2016/12/52
2016,12,52,CSM,2709,,,31,154,,https://ncdc.gov.ng/reports/weekly/2016/12/52
2016,9,37,Lassa Fever,7,,,,,,https://ncdc.gov.ng/reports/weekly/2016/9/37
2016,9,37,Measles,19082,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/9/37
2016,9,37,Cholera,14,,,2,2,,https://ncdc.gov.ng/reports/weekly/2016/9/37
2016,9,37,CSM,2648,,,27,135,,https://ncdc.gov.ng/reports/weekly/2016/9/37
2016,9,39,Lassa Fever,227,,,28,135,,https://ncdc.gov.ng/reports/weekly/2016/9/39
2016,9,39,Measles,19834,,,36,,,https://ncdc.gov.ng/reports/weekly/2016/9/39
2016,9,39,Cholera,36,,,3,13,,https://ncdc.gov.ng/reports/weekly/2016/9/39
2016,9,39,CSM,2653,,,28,137,,https://ncdc.gov.ng/reports/weekly/2016/9/39
2017,1,1,Lassa Fever,3,,,,,,https://ncdc.gov.ng/reports/weekly/2017/1/1
2017,1,1,Measles,24317,,,36,,,https://ncdc.gov.ng/reports/weekly/2017/1/1
2017,1,1,Cholera,0,,,,2,,https://ncdc.gov.ng/reports/weekly/2017/1/1
2017,1,1,CSM,2709,,,31,154,,https://ncdc.gov.ng/reports/weekly/2017/1/1
2017,10,40,Mpox,50,,,4,4,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,40,Lassa Fever,11,,,8,8,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,40,Measles,244,,,34,,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,40,Cholera,50,,,8,8,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,40,CSM,11,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,40,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/40
2017,10,41,Lassa Fever,11,,,6,6,,https://ncdc.gov.ng/reports/weekly/2017/10/41
2017,10,41,Measles,397,,,32,,,https://ncdc.gov.ng/reports/weekly/2017/10/41
2017,10,41,Cholera,19,,,,2,,https://ncdc.gov.ng/reports/weekly/2017/10/41
2017,10,41,CSM,11,,,6,7,,https://ncdc.gov.ng/reports/weekly/2017/10/41
2017,10,41,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/41
2017,10,42,Lassa Fever,21,,,6,11,,https://ncdc.gov.ng/reports/weekly/2017/10/42
2017,10,42,Measles,294,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/10/42
2017,10,42,Cholera,79,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/42
2017,10,42,CSM,5,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/10/42
2017,10,42,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/42
2017,10,43,Lassa Fever,8,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/10/43
2017,10,43,Measles,321,,,34,,,https://ncdc.gov.ng/reports/weekly/2017/10/43
2017,10,43,Cholera,108,,,4,6,,https://ncdc.gov.ng/reports/weekly/2017/10/43
2017,10,43,CSM,11,,,6,6,,https://ncdc.gov.ng/reports/weekly/2017/10/43
2017,10,43,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/43
2017,10,44,Lassa Fever,4,,,2,4,,https://ncdc.gov.ng/reports/weekly/2017/10/44
2017,10,44,Measles,362,,,34,,,https://ncdc.gov.ng/reports/weekly/2017/10/44
2017,10,44,Cholera,14,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/10/44
2017,10,44,CSM,13,,,8,8,,https://ncdc.gov.ng/reports/weekly/2017/10/44
2017,10,44,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/10/44
2017,11,45,Lassa Fever,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/11/45
2017,11,45,Measles,309,,,36,,,https://ncdc.gov.ng/reports/weekly/2017/11/45
2017,11,45,Cholera,22,,,4,8,,https://ncdc.gov.ng/reports/weekly/2017/11/45
2017,11,45,CSM,10,,,6,6,,https://ncdc.gov.ng/reports/weekly/2017/11/45
2017,11,46,Lassa Fever,10,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2017/11/46
2017,11,46,Lassa Fever,24,,,5,8,,https://ncdc.gov.ng/reports/weekly/2017/11/46
2017,11,46,Measles,265,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/11/46
2017,11,46,Cholera,10,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/11/46
2017,11,46,CSM,10,,,8,11,,https://ncdc.gov.ng/reports/weekly/2017/11/46
2017,11,47,Lassa Fever,25,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/11/47
2017,11,47,Measles,282,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/11/47
2017,11,47,Cholera,7,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/11/47
2017,11,47,CSM,10,,,5,9,,https://ncdc.gov.ng/reports/weekly/2017/11/47
2017,11,48,Lassa Fever,16,,,2,7,,https://ncdc.gov.ng/reports/weekly/2017/11/48
2017,11,48,Measles,278,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/11/48
2017,11,48,Cholera,8,,,5,6,,https://ncdc.gov.ng/reports/weekly/2017/11/48
2017,11,48,CSM,7,,,6,8,,https://ncdc.gov.ng/reports/weekly/2017/11/48
2017,12,49,Lassa Fever,18,,,4,6,,https://ncdc.gov.ng/reports/weekly/2017/12/49
2017,12,49,Measles,238,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/12/49
2017,12,49,Cholera,11,,,2,3,,https://ncdc.gov.ng/reports/weekly/2017/12/49
2017,12,49,CSM,9,,,5,9,,https://ncdc.gov.ng/reports/weekly/2017/12/49
2017,12,50,Lassa Fever,6,,,4,4,,https://ncdc.gov.ng/reports/weekly/2017/12/50
2017,12,50,Measles,298,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/12/50
2017,12,50,Cholera,165,,,2,14,,https://ncdc.gov.ng/reports/weekly/2017/12/50
2017,12,50,CSM,4,,,4,13,,https://ncdc.gov.ng/reports/weekly/2017/12/50
2017,12,51,Cholera,172,,,2,16,,https://ncdc.gov.ng/reports/weekly/2017/12/51
2017,12,51,Lassa Fever,8,,,6,7,,https://ncdc.gov.ng/reports/weekly/2017/12/51
2017,12,51,Measles,183,,,23,,,https://ncdc.gov.ng/reports/weekly/2017/12/51
2017,12,51,Cholera,172,,,2,16,,https://ncdc.gov.ng/reports/weekly/2017/12/51
2017,12,51,CSM,3,,,5,13,,https://ncdc.gov.ng/reports/weekly/2017/12/51
2017,12,52,Lassa Fever,5,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/12/52
2017,12,52,Measles,90,,,21,,,https://ncdc.gov.ng/reports/weekly/2017/12/52
2017,12,52,Cholera,121,,,,18,,https://ncdc.gov.ng/reports/weekly/2017/12/52
2017,12,52,CSM,2,,,4,18,,https://ncdc.gov.ng/reports/weekly/2017/12/52
2017,2,6,Lassa Fever,22,,,7,7,,https://ncdc.gov.ng/reports/weekly/2017/2/6
2017,2,6,Measles,2515,,,34,,,https://ncdc.gov.ng/reports/weekly/2017/2/6
2017,2,6,Cholera,5,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/2/6
2017,2,6,CSM,39,,,18,36,,https://ncdc.gov.ng/reports/weekly/2017/2/6
2017,2,7,Cholera,71,,10,11,18,14.09,https://ncdc.gov.ng/reports/weekly/2017/2/7
2017,2,7,Lassa Fever,30,,,7,7,,https://ncdc.gov.ng/reports/weekly/2017/2/7
2017,2,7,Measles,3461,,,35,,,https://ncdc.gov.ng/reports/weekly/2017/2/7
2017,2,7,Cholera,94,,,5,5,,https://ncdc.gov.ng/reports/weekly/2017/2/7
2017,2,7,CSM,71,,,21,49,,https://ncdc.gov.ng/reports/weekly/2017/2/7
2017,2,8,Lassa Fever,8,,,6,6,,https://ncdc.gov.ng/reports/weekly/2017/2/8
2017,2,8,Measles,4503,,,36,,,https://ncdc.gov.ng/reports/weekly/2017/2/8
2017,2,8,Measles,4503,,,36,,,https://ncdc.gov.ng/reports/weekly/2017/2/8
2017,2,8,Cholera,1,,,,,,https://ncdc.gov.ng/reports/weekly/2017/2/8
2017,2,8,CSM,102,,,21,56,,https://ncdc.gov.ng/reports/weekly/2017/2/8
2017,3,10,Lassa Fever,8,,,4,4,,https://ncdc.gov.ng/reports/weekly/2017/3/10
2017,3,10,Measles,619,,,32,,,https://ncdc.gov.ng/reports/weekly/2017/3/10
2017,3,10,Cholera,7,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/3/10
2017,3,10,CSM,153,,,22,83,,https://ncdc.gov.ng/reports/weekly/2017/3/10
2017,3,11,Lassa Fever,173,,17,12,32,9.83,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,11,Lassa Fever,6,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,11,Measles,631,,,34,,,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,11,Cholera,1,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,11,CSM,218,21,,22,98,,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,11,Cholera,254,,26,12,38,10.24,https://ncdc.gov.ng/reports/weekly/2017/3/11
2017,3,12,Cholera,254,,26,12,38,10.24,https://ncdc.gov.ng/reports/weekly/2017/3/12
2017,3,12,Lassa Fever,27,,,6,10,,https://ncdc.gov.ng/reports/weekly/2017/3/12
2017,3,12,Measles,594,,,32,,,https://ncdc.gov.ng/reports/weekly/2017/3/12
2017,3,12,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2017/3/12
2017,3,12,CSM,274,25,,24,108,,https://ncdc.gov.ng/reports/weekly/2017/3/12
2017,3,9,CSM,444,,,,5,,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,3,9,Cholera,89,,14,10,22,15.73,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,3,9,Lassa Fever,6,,,5,5,,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,3,9,Measles,629,,,29,,,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,3,9,Cholera,0,,,3,7,,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,3,9,CSM,129,,,21,70,,https://ncdc.gov.ng/reports/weekly/2017/3/9
2017,4,16,Cholera,1517,,114,23,113,7.51,https://ncdc.gov.ng/reports/weekly/2017/4/16
2017,4,16,Lassa Fever,4,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/4/16
2017,4,16,Measles,623,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/4/16
2017,4,16,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2017/4/16
2017,4,16,CSM,29,16,,23,113,,https://ncdc.gov.ng/reports/weekly/2017/4/16
2017,4,17,CSM,3,,,,,,https://ncdc.gov.ng/reports/weekly/2017/4/17
2017,4,17,Lassa Fever,3,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/4/17
2017,4,17,Measles,425,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/4/17
2017,4,17,Cholera,7,,,,2,,https://ncdc.gov.ng/reports/weekly/2017/4/17
2017,4,17,CSM,25,19,,21,116,,https://ncdc.gov.ng/reports/weekly/2017/4/17
2017,5,18,Lassa Fever,2,,,4,4,,https://ncdc.gov.ng/reports/weekly/2017/5/18
2017,5,18,Measles,556,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/5/18
2017,5,18,Cholera,1,,,,2,,https://ncdc.gov.ng/reports/weekly/2017/5/18
2017,5,18,CSM,3,,,21,89,,https://ncdc.gov.ng/reports/weekly/2017/5/18
2017,5,19,Cholera,1041,,50,16,88,4.8,https://ncdc.gov.ng/reports/weekly/2017/5/19
2017,5,19,Lassa Fever,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/5/19
2017,5,19,Measles,628,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/5/19
2017,5,19,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2017/5/19
2017,5,19,CSM,11,,,16,88,,https://ncdc.gov.ng/reports/weekly/2017/5/19
2017,5,20,Cholera,631,,27,13,66,4.28,https://ncdc.gov.ng/reports/weekly/2017/5/20
2017,5,20,Lassa Fever,11,,,2,3,,https://ncdc.gov.ng/reports/weekly/2017/5/20
2017,5,20,Measles,418,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/5/20
2017,5,20,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2017/5/20
2017,5,20,CSM,4,,,13,66,,https://ncdc.gov.ng/reports/weekly/2017/5/20
2017,5,21,Lassa Fever,2,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/5/21
2017,5,21,Measles,406,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/5/21
2017,5,21,Cholera,5,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/5/21
2017,5,21,CSM,9,,,15,58,,https://ncdc.gov.ng/reports/weekly/2017/5/21
2017,6,22,Lassa Fever,4,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/6/22
2017,6,22,Measles,422,,,27,,,https://ncdc.gov.ng/reports/weekly/2017/6/22
2017,6,22,Cholera,3,,,,,,https://ncdc.gov.ng/reports/weekly/2017/6/22
2017,6,22,CSM,3,,,12,45,,https://ncdc.gov.ng/reports/weekly/2017/6/22
2017,6,23,CSM,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2017/6/23
2017,6,23,Lassa Fever,1,,,,,,https://ncdc.gov.ng/reports/weekly/2017/6/23
2017,6,23,Measles,386,,,27,,,https://ncdc.gov.ng/reports/weekly/2017/6/23
2017,6,23,Cholera,2,,,,,,https://ncdc.gov.ng/reports/weekly/2017/6/23
2017,6,23,CSM,5,,,13,23,,https://ncdc.gov.ng/reports/weekly/2017/6/23
2017,6,24,Cholera,77,,,2,4,,https://ncdc.gov.ng/reports/weekly/2017/6/24
2017,6,24,Lassa Fever,10,,,5,8,,https://ncdc.gov.ng/reports/weekly/2017/6/24
2017,6,24,Measles,361,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/6/24
2017,6,24,Cholera,77,,,2,4,,https://ncdc.gov.ng/reports/weekly/2017/6/24
2017,6,24,CSM,1,,,10,22,,https://ncdc.gov.ng/reports/weekly/2017/6/24
2017,6,25,Cholera,83,,,,6,,https://ncdc.gov.ng/reports/weekly/2017/6/25
2017,6,25,Lassa Fever,9,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/6/25
2017,6,25,Measles,338,,,27,,,https://ncdc.gov.ng/reports/weekly/2017/6/25
2017,6,25,Cholera,82,,,,6,,https://ncdc.gov.ng/reports/weekly/2017/6/25
2017,6,25,CSM,8,,,5,5,,https://ncdc.gov.ng/reports/weekly/2017/6/25
2017,6,26,Cholera,1617,,17,,,1.05,https://ncdc.gov.ng/reports/weekly/2017/6/26
2017,6,26,Lassa Fever,3,,,,,,https://ncdc.gov.ng/reports/weekly/2017/6/26
2017,6,26,Measles,377,,,28,,,https://ncdc.gov.ng/reports/weekly/2017/6/26
2017,6,26,Cholera,186,,,,6,,https://ncdc.gov.ng/reports/weekly/2017/6/26
2017,6,26,CSM,3,,,5,7,,https://ncdc.gov.ng/reports/weekly/2017/6/26
2017,7,27,Cholera,1617,,17,,,1.05,https://ncdc.gov.ng/reports/weekly/2017/7/27
2017,7,27,Lassa Fever,12,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/7/27
2017,7,27,Measles,409,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/7/27
2017,7,27,Cholera,109,,,3,10,,https://ncdc.gov.ng/reports/weekly/2017/7/27
2017,7,27,CSM,4,,,4,7,,https://ncdc.gov.ng/reports/weekly/2017/7/27
2017,7,28,Lassa Fever,6,,,3,5,,https://ncdc.gov.ng/reports/weekly/2017/7/28
2017,7,28,Measles,399,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/7/28
2017,7,28,Cholera,36,,,2,3,,https://ncdc.gov.ng/reports/weekly/2017/7/28
2017,7,28,CSM,8,,,8,10,,https://ncdc.gov.ng/reports/weekly/2017/7/28
2017,7,29,Lassa Fever,5,,,,5,,https://ncdc.gov.ng/reports/weekly/2017/7/29
2017,7,29,Measles,281,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/7/29
2017,7,29,Cholera,81,,,5,8,,https://ncdc.gov.ng/reports/weekly/2017/7/29
2017,7,29,CSM,13,,,10,10,,https://ncdc.gov.ng/reports/weekly/2017/7/29
2017,7,30,Lassa Fever,12,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/7/30
2017,7,30,Measles,449,,,33,,,https://ncdc.gov.ng/reports/weekly/2017/7/30
2017,7,30,Cholera,2,,,,,,https://ncdc.gov.ng/reports/weekly/2017/7/30
2017,7,30,CSM,14,,,8,10,,https://ncdc.gov.ng/reports/weekly/2017/7/30
2017,7,30,CSM,23,,,,,,https://ncdc.gov.ng/reports/weekly/2017/7/30
2017,8,31,Lassa Fever,5,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/8/31
2017,8,31,Measles,315,,,32,,,https://ncdc.gov.ng/reports/weekly/2017/8/31
2017,8,31,Cholera,23,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/8/31
2017,8,31,CSM,8,,,8,9,,https://ncdc.gov.ng/reports/weekly/2017/8/31
2017,8,32,Lassa Fever,764,,,19,,,https://ncdc.gov.ng/reports/weekly/2017/8/32
2017,8,32,Lassa Fever,19,,,9,7,,https://ncdc.gov.ng/reports/weekly/2017/8/32
2017,8,32,Measles,375,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/8/32
2017,8,32,Cholera,92,,,4,8,,https://ncdc.gov.ng/reports/weekly/2017/8/32
2017,8,32,CSM,20,,,6,6,,https://ncdc.gov.ng/reports/weekly/2017/8/32
2017,8,33,Lassa Fever,39,,,8,11,,https://ncdc.gov.ng/reports/weekly/2017/8/33
2017,8,33,Measles,485,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/8/33
2017,8,33,Cholera,24,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/8/33
2017,8,33,CSM,9,,,3,4,,https://ncdc.gov.ng/reports/weekly/2017/8/33
2017,8,34,Lassa Fever,54,,,5,7,,https://ncdc.gov.ng/reports/weekly/2017/8/34
2017,8,34,Measles,344,,,30,,,https://ncdc.gov.ng/reports/weekly/2017/8/34
2017,8,34,Cholera,106,,,2,6,,https://ncdc.gov.ng/reports/weekly/2017/8/34
2017,8,34,CSM,3,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/8/34
2017,8,35,Lassa Fever,16,,,7,8,,https://ncdc.gov.ng/reports/weekly/2017/8/35
2017,8,35,Measles,155,,,24,,,https://ncdc.gov.ng/reports/weekly/2017/8/35
2017,8,35,Cholera,424,,,3,7,,https://ncdc.gov.ng/reports/weekly/2017/8/35
2017,8,35,CSM,12,,,4,4,,https://ncdc.gov.ng/reports/weekly/2017/8/35
2017,9,36,Yellow Fever,708,,18,6,10,2.54,https://ncdc.gov.ng/reports/weekly/2017/9/36
2017,9,36,Lassa Fever,21,,,6,7,,https://ncdc.gov.ng/reports/weekly/2017/9/36
2017,9,36,Measles,206,,,31,,,https://ncdc.gov.ng/reports/weekly/2017/9/36
2017,9,36,Cholera,708,,,6,10,,https://ncdc.gov.ng/reports/weekly/2017/9/36
2017,9,36,CSM,26,,,6,7,,https://ncdc.gov.ng/reports/weekly/2017/9/36
2017,9,37,Lassa Fever,8,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/9/37
2017,9,37,Measles,209,,,29,,,https://ncdc.gov.ng/reports/weekly/2017/9/37
2017,9,37,Cholera,907,,,6,8,,https://ncdc.gov.ng/reports/weekly/2017/9/37
2017,9,37,CSM,16,,,2,2,,https://ncdc.gov.ng/reports/weekly/2017/9/37
2017,9,38,Yellow Fever,107,,2,5,6,1.87,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,38,Lassa Fever,15,,,3,3,,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,38,Measles,265,,,26,,,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,38,Cholera,107,,,5,6,,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,38,CSM,30,,,6,7,,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,38,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/9/38
2017,9,39,Mpox,20,,0,5,7,0.0,https://ncdc.gov.ng/reports/weekly/2017/9/39
2017,9,39,Lassa Fever,1,,,,,,https://ncdc.gov.ng/reports/weekly/2017/9/39
2017,9,39,Measles,244,,,28,,,https://ncdc.gov.ng/reports/weekly/2017/9/39
2017,9,39,Cholera,20,,,5,7,,https://ncdc.gov.ng/reports/weekly/2017/9/39
2017,9,39,CSM,15,,,4,5,,https://ncdc.gov.ng/reports/weekly/2017/9/39
2017,9,39,CSM,103,,,,,,https://ncdc.gov.ng/reports/weekly/2017/9/39
2018,1,1,CSM,22,,,6,20,,https://ncdc.gov.ng/reports/weekly/2018/1/1
2018,1,1,Cholera,84,,,4,13,,https://ncdc.gov.ng/reports/weekly/2018/1/1
2018,1,1,Lassa Fever,4,,,4,4,,https://ncdc.gov.ng/reports/weekly/2018/1/1
2018,1,1,Measles,144,,,23,,,https://ncdc.gov.ng/reports/weekly/2018/1/1
2018,1,2,Lassa Fever,107,53,,7,,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,2,Lassa Fever,40,,,3,11,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,2,CSM,33,,,6,20,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,2,Cholera,40,,,3,11,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,2,Lassa Fever,23,,,6,8,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,2,Measles,212,,,33,,,https://ncdc.gov.ng/reports/weekly/2018/1/2
2018,1,3,CSM,21,,,11,31,,https://ncdc.gov.ng/reports/weekly/2018/1/3
2018,1,3,Cholera,25,,,,10,,https://ncdc.gov.ng/reports/weekly/2018/1/3
2018,1,3,Lassa Fever,53,,,13,27,,https://ncdc.gov.ng/reports/weekly/2018/1/3
2018,1,3,Measles,331,,,34,,,https://ncdc.gov.ng/reports/weekly/2018/1/3
2018,1,4,CSM,13,,,8,21,,https://ncdc.gov.ng/reports/weekly/2018/1/4
2018,1,4,Cholera,8,,,3,3,,https://ncdc.gov.ng/reports/weekly/2018/1/4
2018,1,4,Lassa Fever,116,,,19,44,,https://ncdc.gov.ng/reports/weekly/2018/1/4
2018,1,4,Measles,357,,,35,,,https://ncdc.gov.ng/reports/weekly/2018/1/4
2018,10,39,AFP,6509,,,37,748,,https://ncdc.gov.ng/reports/weekly/2018/10/39
2018,10,39,CSM,5,,,5,5,,https://ncdc.gov.ng/reports/weekly/2018/10/39
2018,10,39,Cholera,2052,,,7,42,,https://ncdc.gov.ng/reports/weekly/2018/10/39
2018,10,39,Measles,124,,,30,,,https://ncdc.gov.ng/reports/weekly/2018/10/39
2018,10,39,Yellow Fever,18,,,,,,https://ncdc.gov.ng/reports/weekly/2018/10/39
2018,10,41,AFP,6679,,,37,750,,https://ncdc.gov.ng/reports/weekly/2018/10/41
2018,10,41,CSM,2,,,6,7,,https://ncdc.gov.ng/reports/weekly/2018/10/41
2018,10,41,Cholera,2042,,,10,54,,https://ncdc.gov.ng/reports/weekly/2018/10/41
2018,10,41,Measles,232,,,29,,,https://ncdc.gov.ng/reports/weekly/2018/10/41
2018,10,41,Yellow Fever,43,,,,,,https://ncdc.gov.ng/reports/weekly/2018/10/41
2018,10,42,AFP,7036,,,37,750,,https://ncdc.gov.ng/reports/weekly/2018/10/42
2018,10,42,CSM,1,,,8,9,,https://ncdc.gov.ng/reports/weekly/2018/10/42
2018,10,42,Cholera,954,,,8,38,,https://ncdc.gov.ng/reports/weekly/2018/10/42
2018,10,42,Measles,215,,,28,,,https://ncdc.gov.ng/reports/weekly/2018/10/42
